Codes;Eng;Ru;Uzb
57093001;Echocardiography, real-time with image documentation with M-mode recording, complete;Эхокардиография в реальном времени с документированием изображений и регистрацией в M-режиме, полная;M-rejim qaydi bilan tasvirlarni hujjatlashtirgan holda real vaqt ekokardiografiyasi, to‘liq
51006009;Echoencephalography;Эхоэнцефалография;Ekoensefalografiya
3,94681E+14;Echoencephalography, A and B-mode;Эхоэнцефалография в A- и B-режимах;A va B rejimdagi ekoensefalografiya
36870006;Echoencephalography, A-mode;Эхоэнцефалография в A-режиме;A-rejimdagi ekoensefalografiya
71163001;Echography of abdomen, B-scan, complete;Эхография живота, B-сканирование, полная;Qorin bo‘shlig‘ining B-skan rejimidagi exografiyasi, to‘liq
48996003;Echography of abdomen, B-scan, limited;Эхография живота, B-сканирование, ограниченная;Qorin bo‘shlig‘ining B-skan rejimidagi exografiyasi, cheklangan
43704001;Echography of breast, A-mode;Эхография молочной железы, A-режим;Sut bezining A-rejimdagi exografiyasi
30462004;Echography of breast, B-scan;Эхография молочной железы, B-сканирование;Sut bezining B-skan rejimidagi exografiyasi
71867003;Echography of breast, B-scan and real time with image documentation;Эхография молочной железы, B-сканирование и исследование в реальном времени с документированием изображений;Sut bezining B-skan rejimidagi va tasvirlarni hujjatlashtirgan holda real vaqt exografiyasi
91453008;Echography of chest, A-mode;Эхография грудной клетки, A-режим;Ko‘krak qafasining A-rejimdagi exografiyasi
86434001;Echography of chest, B-scan;Эхография грудной клетки, B-сканирование;Ko‘krak qafasining B-skan rejimidagi exografiyasi
18848007;Echography of chest, B-scan with image documentation;Эхография грудной клетки, B-сканирование с документированием изображений;Ko‘krak qafasining B-skan rejimidagi tasvirlarni hujjatlashtirgan holdagi exografiyasi
74874009;Echography of chest, real time with image documentation;Эхография грудной клетки в реальном времени с документированием изображений;Ko‘krak qafasining tasvirlarni hujjatlashtirgan holda real vaqt exografiyasi
22034001;Echography of prostate, transrectal approach;Эхография простаты трансректальным доступом;Prostataning transrektal yondashuv orqali exografiyasi
24737001;Echography of scrotum and contents;Эхография мошонки и её содержимого;Moshonka va uning tarkibining exografiyasi
78138006;Echography of spinal canal and contents;Эхография позвоночного канала и его содержимого;Umurtqa kanali va uning tarkibining exografiyasi
3858009;Echography of thyroid, A-mode;Эхография щитовидной железы, A-режим;Qalqonsimon bezning A-rejimdagi exografiyasi
60539009;Echography of thyroid, B-scan;Эхография щитовидной железы, B-сканирование;Qalqonsimon bezning B-skan rejimidagi exografiyasi
61518007;Echography, A-mode;Эхография, A-режим;A-rejimdagi exografiya
41051004;Echography, A-mode with amplitude quantitation;Эхография, A-режим с количественной оценкой амплитуды;Amplitudani miqdoriy baholash bilan A-rejimdagi exografiya
78013004;Echography, B-scan;Эхография, B-сканирование;B-skan rejimidagi exografiya
78176000;Echography, B-scan, complete;Эхография, B-сканирование, полная;B-skan rejimidagi exografiya, to‘liq
69772001;Echography, B-scan, limited;Эхография, B-сканирование, ограниченная;B-skan rejimidagi exografiya, cheklangan
18640002;Echography, M-mode;Эхография, M-режим;M-rejimdagi exografiya
28566009;Echography, M-mode, complete;Эхография, M-режим, полная;M-rejimdagi exografiya, to‘liq
43294005;Echography, M-mode, limited;Эхография, M-режим, ограниченная;M-rejimdagi exografiya, cheklangan
10374007;Echography, contact B-scan;Эхография, контактное B-сканирование;Kontakt B-skan rejimidagi exografiya
6271008;Echography, immersion B-scan;Эхография, иммерсионное B-сканирование;Immersion B-skan rejimidagi exografiya
1385001;Echography, scan B-mode for fetal age determination;Эхография, B-сканирование для определения срока плода;Homila yoshini aniqlash uchun B-rejimdagi exografiya
31998007;Echography, scan B-mode for fetal growth rate;Эхография, B-сканирование для определения темпа роста плода;Homila o‘sish sur’atini aniqlash uchun B-rejimdagi exografiya
29967000;Echography, scan B-mode for placement of radiation fields;Эхография, B-сканирование для разметки полей облучения;Nurlanish maydonlarini joylashtirish uchun B-rejimdagi exografiya
86599005;Echography, scan B-mode for placental localisation;Эхография, B-сканирование для локализации плаценты;Yo‘ldosh lokalizatsiyasini aniqlash uchun B-rejimdagi exografiya
81523000;Echography, scan C-mode;Эхография, C-режим;C-rejimdagi exografiya
405793004;Eclectic psychotherapy;Эклектическая психотерапия;Eklektik psixoterapiya
183439000;Economic rehabilitation measures;Меры экономической реабилитации;Iqtisodiy reabilitatsiya choralari
1256107005;Ecotherapy;Экотерапия;Ekoterapiya
47477007;Ectopic parathyroidectomy;Эктопическая паратиреоидэктомия;Ektopik paratireoidektomiya
1338036007;Edoxaban therapy;Терапия эдоксабаном;Edoksaban terapiyasi
33981001;Edrophonium chloride test for myasthenia gravis;Проба с хлоридом эдрофония при миастении;Miasteniya gravis uchun edrofoniy xlorid testi
