					C01BA	Ia  sinfga mansub aritmiyaga qarshi preparatlar	Антиаритмические препараты, класс Iа 	C01BA01	Xinidin	Хинидин
					C01BA	Ia  sinfga mansub aritmiyaga qarshi preparatlar	Антиаритмические препараты, класс Iа 	C01BA02	Prokainamid	Прокаинамид
					C01BA	Ia  sinfga mansub aritmiyaga qarshi preparatlar	Антиаритмические препараты, класс Iа 	C01BA03	Dizopiramid	Дизопирамид
					C01BA	Ia  sinfga mansub aritmiyaga qarshi preparatlar	Антиаритмические препараты, класс Iа 	C01BA04	Spartein	Спартеин
					C01BA	Ia  sinfga mansub aritmiyaga qarshi preparatlar	Антиаритмические препараты, класс Iа 	C01BA05	Aymalin	Аймалин
					C01BA	Ia  sinfga mansub aritmiyaga qarshi preparatlar	Антиаритмические препараты, класс Iа 	C01BA08	Praymalin	Праймалин
					C01BA	Ia  sinfga mansub aritmiyaga qarshi preparatlar	Антиаритмические препараты, класс Iа 	C01BA12	Loraymin	Лораймин
					C01BA	Ia  sinfga mansub aritmiyaga qarshi preparatlar	Антиаритмические препараты, класс Iа 	C01BA51	Xinidin boshqa vositalar bilan majmuada (psixotrop preparatlardan tashqari)	Хинидин в комбинации со средствами (исключая психотропные препараты)
					C01BA	Ia  sinfga mansub aritmiyaga qarshi preparatlar	Антиаритмические препараты, класс Iа 	C01BA71	Xinidin psixotrop vositalar bilan majmuada	Хинидин в комбинации с психотропными средствами
					C01BB	Ib  sinfga mansub aritmiyaga qarshi preparatlar	Антиаритмические препараты, класс Iв	C01BB01	Lidokain	Лидокаин
					C01BB	Ib  sinfga mansub aritmiyaga qarshi preparatlar	Антиаритмические препараты, класс Iв	C01BB02	Meksiletin	Мексилетин
					C01BB	Ib  sinfga mansub aritmiyaga qarshi preparatlar	Антиаритмические препараты, класс Iв	C01BB03	Tokainid	Токаинид
					C01BB	Ib  sinfga mansub aritmiyaga qarshi preparatlar	Антиаритмические препараты, класс Iв	C01BB04	Aprindin	Априндин
					C01BC	Ic  sinfga mansub aritmiyaga qarshi preparatlar	Антиаритмические препараты, класс Iс	C01BC03	Propafenon	Пропафенон
					C01BC	Ic  sinfga mansub aritmiyaga qarshi preparatlar	Антиаритмические препараты, класс Iс	C01BC04	Flekainid	Флекаинид
					C01BC	Ic  sinfga mansub aritmiyaga qarshi preparatlar	Антиаритмические препараты, класс Iс	C01BC07	Lorkainid	Лоркаинид
					C01BC	Ic  sinfga mansub aritmiyaga qarshi preparatlar	Антиаритмические препараты, класс Iс	C01BC08	Enkainid	Энкаинид
					C01BC	Ic  sinfga mansub aritmiyaga qarshi preparatlar	Антиаритмические препараты, класс Iс	C01BC09	Etatsizin	Этацизин
					C01BD	III sinfga mansub aritmiyaga qarshi preparatlar	Антиаритмические препараты, класс III	C01BD01	Amiodaron	Амиодарон
					C01BD	III sinfga mansub aritmiyaga qarshi preparatlar	Антиаритмические препараты, класс III	C01BD02	Bretiliy tozilati	Бретилия тозилат
					C01BD	III sinfga mansub aritmiyaga qarshi preparatlar	Антиаритмические препараты, класс III	C01BD03	Bunaftin	Бунафтин
					C01BD	III sinfga mansub aritmiyaga qarshi preparatlar	Антиаритмические препараты, класс III	C01BD04	Dofetilid	Дофетилид
					C01BD	III sinfga mansub aritmiyaga qarshi preparatlar	Антиаритмические препараты, класс III	C01BD05	Ibutilid	Ибутилид
					C01BD	III sinfga mansub aritmiyaga qarshi preparatlar	Антиаритмические препараты, класс III	C01BD06	Tedizamil	Тедизамил
					C01BD	III sinfga mansub aritmiyaga qarshi preparatlar	Антиаритмические препараты, класс III	C01BD07	Dronedaron	Дронедарон
					C01BG	I vа III sinfga mansub aritmiyaga qarshi preparatlar	Другие антиаритмические препараты, классы I и III	C01BG01	Moratsizin	Морацизин
					C01BG	I vа III sinfga mansub aritmiyaga qarshi preparatlar	Другие антиаритмические препараты, классы I и III	C01BG07	Sibenzolin	Цибензолин
					C01BG	I vа III sinfga mansub aritmiyaga qarshi preparatlar	Другие антиаритмические препараты, классы I и III	C01BG11	Vernakalant	Вернакалант
					C01CA	Adrenergik va dofaminergik vositalar	Адренергические и дофаминергические средства	C01CA01	Etilefrin	Этилэфрин
					C01CA	Adrenergik va dofaminergik vositalar	Адренергические и дофаминергические средства	C01CA02	Izoprenalin	Изопреналин
					C01CA	Adrenergik va dofaminergik vositalar	Адренергические и дофаминергические средства	C01CA03	Norepinefrin	Норэпинефрин
					C01CA	Adrenergik va dofaminergik vositalar	Адренергические и дофаминергические средства	C01CA04	Dopamin	Допамин
					C01CA	Adrenergik va dofaminergik vositalar	Адренергические и дофаминергические средства	C01CA05	Norfenefrin	Норфенефрин
					C01CA	Adrenergik va dofaminergik vositalar	Адренергические и дофаминергические средства	C01CA06	Fenilefrin	Фенилэфрин
					C01CA	Adrenergik va dofaminergik vositalar	Адренергические и дофаминергические средства	C01CA07	Dobutamin	Добутамин
					C01CA	Adrenergik va dofaminergik vositalar	Адренергические и дофаминергические средства	C01CA08	Oksedrin	Окседрин
					C01CA	Adrenergik va dofaminergik vositalar	Адренергические и дофаминергические средства	C01CA09	Metaraminol	Метараминол
					C01CA	Adrenergik va dofaminergik vositalar	Адренергические и дофаминергические средства	C01CA10	Metoksamin	Метоксамин
					C01CA	Adrenergik va dofaminergik vositalar	Адренергические и дофаминергические средства	C01CA11	Mefentermin	Мефентермин
					C01CA	Adrenergik va dofaminergik vositalar	Адренергические и дофаминергические средства	C01CA12	Dimetofrin	Диметофрин
					C01CA	Adrenergik va dofaminergik vositalar	Адренергические и дофаминергические средства	C01CA13	Prenalterol	Преналтерол
					C01CA	Adrenergik va dofaminergik vositalar	Адренергические и дофаминергические средства	C01CA14	Dopeksamin	Допексамин
					C01CA	Adrenergik va dofaminergik vositalar	Адренергические и дофаминергические средства	C01CA15	Gepefrin	Гепефрин
					C01CA	Adrenergik va dofaminergik vositalar	Адренергические и дофаминергические средства	C01CA16	Ibopamin	Ибопамин
					C01CA	Adrenergik va dofaminergik vositalar	Адренергические и дофаминергические средства	C01CA17	Midodrin	Мидодрин
