Code,Code,Uz,Ru,Eng,,,,Uz,Ru,Eng,,category 
emdoc-0010-0213,149,Sanitar aviatsiyasiga chaqiriqlarni qayd etish jurnali,Журнал регистрации вызовов санитарной авиации,Air ambulance call register,,,,149 Sanitar aviatsiyasiga chaqiriqlarni qayd etish jurnali,149 Журнал регистрации вызовов санитарной авиации,149 Air ambulance call register,,Журнал
emdoc-0010-0214,150,Sanitar aviatsiyasi maslahatchi shifokor varaqasi,Лист консультирующего врача санитарной авиации,Air ambulance consulting physician sheet,,,,150 Sanitar aviatsiyasi maslahatchi shifokor varaqasi,150 Лист консультирующего врача санитарной авиации,150 Air ambulance consulting physician sheet,,Бланк
emdoc-0010-0215,151,Xaydovchilarni tibbiy ko‘rikdan o‘tkazishni hisobga olish,Учёт медицинских осмотров водителей,Register of medical examinations of drivers,,,,151 Xaydovchilarni tibbiy ko‘rikdan o‘tkazishni hisobga olish,151 Учёт медицинских осмотров водителей,151 Register of medical examinations of drivers,,Журнал
emdoc-0010-0216,152,Homilada genetik kasalliklarga prenatal invaziv muolaja o‘tkazish uchun ixtiyoriy rozilik varaqasi,Добровольное информированное согласие на проведение пренатальной инвазивной процедуры при подозрении на генетические заболевания плода,Voluntary informed consent form for prenatal invasive procedure for suspected genetic diseases of the fetus,,,,152 Homilada genetik kasalliklarga prenatal invaziv muolaja o‘tkazish uchun ixtiyoriy rozilik varaqasi,152 Добровольное информированное согласие на проведение пренатальной инвазивной процедуры при подозрении на генетические заболевания плода,152 Voluntary informed consent form for prenatal invasive procedure for suspected genetic diseases of the fetus,,Бланк
emdoc-0010-0217,153,Prenatal diagnostikaning invaziv uslubini o‘tkazishga oid axborotli rozilik (ixtiyoriy) xati,Информированное добровольное согласие на проведение инвазивного метода пренатальной диагностики,Informed voluntary consent for performing an invasive method of prenatal diagnostics,,,,153 Prenatal diagnostikaning invaziv uslubini o‘tkazishga oid axborotli rozilik (ixtiyoriy) xati,153 Информированное добровольное согласие на проведение инвазивного метода пренатальной диагностики,153 Informed voluntary consent for performing an invasive method of prenatal diagnostics,,Бланк
emdoc-0010-0218,154,"Sitogenetik, molekulyar-sitogenetik tekshiruv natijalari",Результаты цитогенетического и молекулярно-цитогенетического исследования,Results of cytogenetic and molecular-cytogenetic testing,,,,"154 Sitogenetik, molekulyar-sitogenetik tekshiruv natijalari",154 Результаты цитогенетического и молекулярно-цитогенетического исследования,154 Results of cytogenetic and molecular-cytogenetic testing,,Бланк
emdoc-0010-0219,155,Ayolning invaziv prenatal diagnostika o‘tkazishdan bosh tortishi haqida ariza,Заявление об отказе женщины от проведения инвазивной пренатальной диагностики,Application (statement) on the woman’s refusal to undergo invasive prenatal diagnostics,,,,155 Ayolning invaziv prenatal diagnostika o‘tkazishdan bosh tortishi haqida ariza,155 Заявление об отказе женщины от проведения инвазивной пренатальной диагностики,155 Application (statement) on the woman’s refusal to undergo invasive prenatal diagnostics,,Бланк
emdoc-0010-0220,156,I trimestr prenatal biokimyoviy skrining xulosasi,Заключение по биохимическому пренатальному скринингу I триместра,Conclusion of first-trimester prenatal biochemical screening,,,,156 I trimestr prenatal biokimyoviy skrining xulosasi,156 Заключение по биохимическому пренатальному скринингу I триместра,156 Conclusion of first-trimester prenatal biochemical screening,,Бланк
emdoc-0010-0221,157,II trimestr prenatal biokimyoviy skrining xulosasi,Заключение по биохимическому пренатальному скринингу II триместра,Conclusion of second- trimester prenatal biochemical screening,,,,157 II trimestr prenatal biokimyoviy skrining xulosasi,157 Заключение по биохимическому пренатальному скринингу II триместра,157 Conclusion of second- trimester prenatal biochemical screening,,Бланк
emdoc-0010-0222,158,Irsiy-genetik kasallik bilan bemor ambulator karta ,Амбулаторная карта пациента с наследственно-генетическим заболеванием,Outpatient card of patient with hereditary genetic disease,,,,158 Irsiy-genetik kasallik bilan bemor ambulator karta ,158 Амбулаторная карта пациента с наследственно-генетическим заболеванием,158 Outpatient card of patient with hereditary genetic disease,,Мед. Карта
emdoc-0010-0223,159,Homilador prenatal tekshiruv kartasi,Карта пренатального обследования беременной,Prenatal examination card of pregnant woman,,,,159 Homilador prenatal tekshiruv kartasi,159 Карта пренатального обследования беременной,159 Prenatal examination card of pregnant woman,,Бланк
emdoc-0010-0224,160,Irsiy-genetik kasalligi bor bemorning nevropatolog ko‘rigi,Осмотр невролога пациента с наследственным генетическим заболеванием,Neuropathologist examination of patient with genetic disease,,,,160 Irsiy-genetik kasalligi bor bemorning nevropatolog ko‘rigi,160 Осмотр невролога пациента с наследственным генетическим заболеванием,160 Neuropathologist examination of patient with genetic disease,,Бланк
emdoc-0010-0225,161,Irsiy-genetik kasalligi bor bemorning endokrinolog ko‘rigi,Осмотр эндокринолога пациента с наследственным генетическим заболеванием,Endocrinologist examination of patient with genetic disease,,,,161 Irsiy-genetik kasalligi bor bemorning endokrinolog ko‘rigi,161 Осмотр эндокринолога пациента с наследственным генетическим заболеванием,161 Endocrinologist examination of patient with genetic disease,,Бланк
emdoc-0010-0226,162,I trimestr prenatal skrining ultratovush tekshiruvi protokoli,Протокол ультразвукового исследования пренатального скрининга I триместра,First-trimester prenatal screening ultrasound protocol,,,,162 I trimestr prenatal skrining ultratovush tekshiruvi protokoli,162 Протокол ультразвукового исследования пренатального скрининга I триместра,162 First-trimester prenatal screening ultrasound protocol,,Бланк
emdoc-0010-0227,163,II trimestr prenatal skrining ultratovush tekshiruvi protokoli,Протокол ультразвукового исследования пренатального скрининга II триместра,Second-trimester prenatal screening ultrasound protocol,,,,163 II trimestr prenatal skrining ultratovush tekshiruvi protokoli,163 Протокол ультразвукового исследования пренатального скрининга II триместра,163 Second-trimester prenatal screening ultrasound protocol,,Бланк
